date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:23:45	31901/31901	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc80e6e4e2fdff8d9eb402ddd3a23570%22	https://tailwindcss.com/_next/static/chunks/7308-47dfa40c1dd0e5d1.js	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/_next/static/chunks/7308-47dfa40c1dd0e5d1.js	(from https://tailwindcss.com/docs/installation)
19:23:45	29677/29677	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b9f1d0b47575165e3f606ed44cc7063d%22	https://tailwindcss.com/_next/static/chunks/7667-6f1a1f1e9d30b27e.js	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/_next/static/chunks/7667-6f1a1f1e9d30b27e.js	(from https://tailwindcss.com/docs/installation)
19:23:45	16932/16932	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267650e18935113cd9b8048266eb9ddc9%22	https://tailwindcss.com/_next/static/chunks/5104-289a02b2c3bb759c.js	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/_next/static/chunks/5104-289a02b2c3bb759c.js	(from https://tailwindcss.com/docs/installation)
19:23:45	3163/3163	---MCZ	200	added ('OK')	application/javascript	etag:W/%22afefd75185f88775185aaecc340bceb8%22	https://tailwindcss.com/_next/static/chunks/pages/docs/installation-77c9191f1025e7dd.js	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/_next/static/chunks/pages/docs/installation-77c9191f1025e7dd.js	(from https://tailwindcss.com/docs/installation)
19:23:46	41913/41913	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e9fc267e9a3002ee41a2e35f097a0484%22	https://tailwindcss.com/_next/static/SaFYx05RO7Pezg7-z_zzn/_buildManifest.js	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/_next/static/SaFYx05RO7Pezg7-z_zzn/_buildManifest.js	(from https://tailwindcss.com/docs/installation)
19:23:46	980/980	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266ac8384828e86a7b8d239dd86d5af1f%22	https://tailwindcss.com/_next/static/SaFYx05RO7Pezg7-z_zzn/_ssgManifest.js	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/_next/static/SaFYx05RO7Pezg7-z_zzn/_ssgManifest.js	(from https://tailwindcss.com/docs/installation)
19:23:46	202104/202104	---M--	200	added ('OK')	image/png	etag:%229762a6f664f67886ba49db6e41e03cae%22	https://tailwindcss.com/_next/static/media/docs@tinypng.d9e4dcdc.png	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/_next/static/media/docs@tinypng.d9e4dcdc.png	(from https://tailwindcss.com/docs/installation)
19:23:46	174555/174555	---M--	200	added ('OK')	image/png	etag:%226ebe78cb765815fdc628c5620ed0c6ac%22	https://tailwindcss.com/_next/static/media/docs-dark@tinypng.1bbe175e.png	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/_next/static/media/docs-dark@tinypng.1bbe175e.png	(from https://tailwindcss.com/docs/installation)
19:23:47	49137/49137	---MCZ	200	added ('OK')	text/html	etag:W/%2210454c7f7fd8cd46d96f75ef713ae48e%22	https://tailwindcss.com/blog/2024-05-24-catalyst-application-layouts	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/blog/2024-05-24-catalyst-application-layouts	(from https://tailwindcss.com/docs/installation)
19:23:47	194523/194523	---MCZ	200	added ('OK')	text/html	etag:W/%22d50d1825c37551b311e533f3eb1824f0%22	https://tailwindcss.com/blog	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/blog.html	(from https://tailwindcss.com/docs/installation)
19:23:47	79331/79331	---MCZ	200	added ('OK')	text/html	etag:W/%227a02865347bdfb1f14a435098a20eb93%22	https://tailwindcss.com/showcase	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/showcase	(from https://tailwindcss.com/docs/installation)
19:23:47	100526/100526	---MCZ	200	added ('OK')	text/html	etag:W/%22679fcca6472cd11c2a5398cf4b0a3aa8%22	https://tailwindcss.com/resources	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/resources	(from https://tailwindcss.com/docs/installation)
19:23:47	91216/91216	---MCZ	200	added ('OK')	text/html	etag:W/%22b465f74edcbe7d8ba798879aac6729f6%22	https://tailwindcss.com/docs/editor-setup	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/editor-setup	(from https://tailwindcss.com/docs/installation)
19:23:48	131299/131299	---MCZ	200	added ('OK')	text/html	etag:W/%2298028cb1570159e5050888dce2efaef7%22	https://tailwindcss.com/docs/using-with-preprocessors	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/using-with-preprocessors	(from https://tailwindcss.com/docs/installation)
19:23:48	85839/85839	---MCZ	200	added ('OK')	text/html	etag:W/%2247459b948d1583b8059daa8ef6e7226b%22	https://tailwindcss.com/docs/optimizing-for-production	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/optimizing-for-production	(from https://tailwindcss.com/docs/installation)
19:23:48	87190/87190	---MCZ	200	added ('OK')	text/html	etag:W/%22a4a71a992f86f8a0cf79a95903a031c6%22	https://tailwindcss.com/docs/browser-support	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/browser-support	(from https://tailwindcss.com/docs/installation)
19:23:48	182525/182525	---MCZ	200	added ('OK')	text/html	etag:W/%224de637d932eef24dad1d6951de3f8e76%22	https://tailwindcss.com/docs/upgrade-guide	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/upgrade-guide	(from https://tailwindcss.com/docs/installation)
19:23:49	117218/117218	---MCZ	200	added ('OK')	text/html	etag:W/%222c8f039331b2cf190fbe8364a0c76132%22	https://tailwindcss.com/docs/utility-first	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/utility-first	(from https://tailwindcss.com/docs/installation)
19:23:49	468483/468483	---MCZ	200	added ('OK')	text/html	etag:W/%22bddc188d14a9607b2acb00050bab96d9%22	https://tailwindcss.com/docs/hover-focus-and-other-states	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/hover-focus-and-other-states	(from https://tailwindcss.com/docs/installation)
19:23:49	113476/113476	---MCZ	200	added ('OK')	text/html	etag:W/%22e184d1d59311d48c368b6411438cb7fb%22	https://tailwindcss.com/docs/responsive-design	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/responsive-design	(from https://tailwindcss.com/docs/installation)
19:23:49	115247/115247	---MCZ	200	added ('OK')	text/html	etag:W/%22bba918ef521c9e810a3c083431829468%22	https://tailwindcss.com/docs/dark-mode	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/dark-mode	(from https://tailwindcss.com/docs/installation)
19:23:49	155784/155784	---MCZ	200	added ('OK')	text/html	etag:W/%22de46be2fadbd3d9dc1240ae21d71a168%22	https://tailwindcss.com/docs/reusing-styles	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/reusing-styles	(from https://tailwindcss.com/docs/installation)
19:23:50	172977/172977	---MCZ	200	added ('OK')	text/html	etag:W/%22643fe6306b36aef1af87e978e88f4b73%22	https://tailwindcss.com/docs/adding-custom-styles	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/adding-custom-styles	(from https://tailwindcss.com/docs/installation)
19:23:50	128712/128712	---MCZ	200	added ('OK')	text/html	etag:W/%228918f4e403de419a14377a62c2a915fc%22	https://tailwindcss.com/docs/functions-and-directives	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/functions-and-directives	(from https://tailwindcss.com/docs/installation)
19:23:50	199003/199003	---MCZ	200	added ('OK')	text/html	etag:W/%22496f64be686eea2738bc36f1a46e02b2%22	https://tailwindcss.com/docs/configuration	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/configuration	(from https://tailwindcss.com/docs/installation)
19:23:50	206147/206147	---MCZ	200	added ('OK')	text/html	etag:W/%2299fedd86ae2f60e124bf625b9ba88885%22	https://tailwindcss.com/docs/content-configuration	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/content-configuration	(from https://tailwindcss.com/docs/installation)
19:23:50	169104/169104	---MCZ	200	added ('OK')	text/html	etag:W/%222a4f9eea1028f4436d0f77a60d155535%22	https://tailwindcss.com/docs/theme	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/theme	(from https://tailwindcss.com/docs/installation)
19:23:51	104295/104295	---MCZ	200	added ('OK')	text/html	etag:W/%220243b2d00084e554300fb0f90b7ddc01%22	https://tailwindcss.com/docs/screens	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/screens	(from https://tailwindcss.com/docs/installation)
19:23:51	284265/284265	---MCZ	200	added ('OK')	text/html	etag:W/%2221244fc08fc69fa221ab93e4ee0ad03e%22	https://tailwindcss.com/docs/customizing-colors	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/customizing-colors	(from https://tailwindcss.com/docs/installation)
19:23:51	101042/101042	---MCZ	200	added ('OK')	text/html	etag:W/%22c4b136b422863bf3d75b4bf85e22b158%22	https://tailwindcss.com/docs/customizing-spacing	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/customizing-spacing	(from https://tailwindcss.com/docs/installation)
19:23:51	203831/203831	---MCZ	200	added ('OK')	text/html	etag:W/%2283aa4a893070ab52814b8de0f901a0d3%22	https://tailwindcss.com/docs/plugins	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/plugins	(from https://tailwindcss.com/docs/installation)
19:23:52	125534/125534	---MCZ	200	added ('OK')	text/html	etag:W/%227ac339364d7613a5f0643c530548bf24%22	https://tailwindcss.com/docs/presets	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/presets	(from https://tailwindcss.com/docs/installation)
19:23:52	111830/111830	---MCZ	200	added ('OK')	text/html	etag:W/%2255e1fd0ddfdf0b2131fbd34c020a8612%22	https://tailwindcss.com/docs/preflight	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/preflight	(from https://tailwindcss.com/docs/installation)
19:23:52	107048/107048	---MCZ	200	added ('OK')	text/html	etag:W/%223b7fa9414678ff6cc39360f0c128551e%22	https://tailwindcss.com/docs/aspect-ratio	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/aspect-ratio	(from https://tailwindcss.com/docs/installation)
19:23:52	106394/106394	---MCZ	200	added ('OK')	text/html	etag:W/%226af6367be4a1b0faf93200854dca1c68%22	https://tailwindcss.com/docs/container	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/container	(from https://tailwindcss.com/docs/installation)
19:23:52	134496/134496	---MCZ	200	added ('OK')	text/html	etag:W/%22af47a088b9771c1e303f5758ab4a9705%22	https://tailwindcss.com/docs/columns	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/columns	(from https://tailwindcss.com/docs/installation)
19:23:53	99108/99108	---MCZ	200	added ('OK')	text/html	etag:W/%227fffe8e4585fd514ddcde5bae68235e4%22	https://tailwindcss.com/docs/break-after	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/break-after	(from https://tailwindcss.com/docs/installation)
19:23:53	99163/99163	---MCZ	200	added ('OK')	text/html	etag:W/%22b3c55074cab57c8e3d0c9a542fa99cdd%22	https://tailwindcss.com/docs/break-before	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/break-before	(from https://tailwindcss.com/docs/installation)
19:23:53	97509/97509	---MCZ	200	added ('OK')	text/html	etag:W/%22ec15ad7a288e97e1b792859563b7dd6f%22	https://tailwindcss.com/docs/break-inside	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/break-inside	(from https://tailwindcss.com/docs/installation)
19:23:53	97875/97875	---MCZ	200	added ('OK')	text/html	etag:W/%2203af69c4d9d0beb860d639339a9569a7%22	https://tailwindcss.com/docs/box-decoration-break	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/box-decoration-break	(from https://tailwindcss.com/docs/installation)
19:23:53	104481/104481	---MCZ	200	added ('OK')	text/html	etag:W/%220d6a8481410e89bb850421a144a00d55%22	https://tailwindcss.com/docs/box-sizing	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/box-sizing	(from https://tailwindcss.com/docs/installation)
19:23:54	158344/158344	---MCZ	200	added ('OK')	text/html	etag:W/%22c64a4f8e00b017d22d64bf1f3eec8984%22	https://tailwindcss.com/docs/display	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/display	(from https://tailwindcss.com/docs/installation)
19:23:54	115609/115609	---MCZ	200	added ('OK')	text/html	etag:W/%22df03eb5d7382886e279a88c495f74af2%22	https://tailwindcss.com/docs/float	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/float	(from https://tailwindcss.com/docs/installation)
19:23:54	126296/126296	---MCZ	200	added ('OK')	text/html	etag:W/%22f274ce0c6c6f1da5d29f0774249f12d2%22	https://tailwindcss.com/docs/clear	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/clear	(from https://tailwindcss.com/docs/installation)
19:23:54	94899/94899	---MCZ	200	added ('OK')	text/html	etag:W/%224fd514b57de0506eb88d8b05082403f3%22	https://tailwindcss.com/docs/isolation	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/isolation	(from https://tailwindcss.com/docs/installation)
19:23:55	110593/110593	---MCZ	200	added ('OK')	text/html	etag:W/%221220af72839b40cd77341160b142c86f%22	https://tailwindcss.com/docs/object-fit	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/object-fit	(from https://tailwindcss.com/docs/installation)
19:23:55	120861/120861	---MCZ	200	added ('OK')	text/html	etag:W/%225779f9e7fd8db6425133d10bd4a85c97%22	https://tailwindcss.com/docs/object-position	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/object-position	(from https://tailwindcss.com/docs/installation)
19:23:55	154131/154131	---MCZ	200	added ('OK')	text/html	etag:W/%22e166d8a28821157f4c629f5a77784ae5%22	https://tailwindcss.com/docs/overflow	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/overflow	(from https://tailwindcss.com/docs/installation)
19:23:55	107531/107531	---MCZ	200	added ('OK')	text/html	etag:W/%22279a6a83285e63e33ed2021a429ab108%22	https://tailwindcss.com/docs/overscroll-behavior	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/overscroll-behavior	(from https://tailwindcss.com/docs/installation)
19:23:55	134064/134064	---MCZ	200	added ('OK')	text/html	etag:W/%225df5d7b74dfff280a2ffd54fc89d692f%22	https://tailwindcss.com/docs/position	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/position	(from https://tailwindcss.com/docs/installation)
19:23:56	313870/313870	---MCZ	200	added ('OK')	text/html	etag:W/%22f8d6f1bfd9f1974a50469e1e92726442%22	https://tailwindcss.com/docs/top-right-bottom-left	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/top-right-bottom-left	(from https://tailwindcss.com/docs/installation)
19:23:56	117577/117577	---MCZ	200	added ('OK')	text/html	etag:W/%22d4e2b64014cd1b402bc6e8866351da7d%22	https://tailwindcss.com/docs/visibility	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/visibility	(from https://tailwindcss.com/docs/installation)
19:23:56	110448/110448	---MCZ	200	added ('OK')	text/html	etag:W/%22b615e13143a3d9d41a6835ae637cb134%22	https://tailwindcss.com/docs/z-index	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/z-index	(from https://tailwindcss.com/docs/installation)
19:23:56	140207/140207	---MCZ	200	added ('OK')	text/html	etag:W/%22deb8e5ce30345d4b00e177e3c7feee2d%22	https://tailwindcss.com/docs/flex-basis	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/flex-basis	(from https://tailwindcss.com/docs/installation)
19:23:56	108929/108929	---MCZ	200	added ('OK')	text/html	etag:W/%22f554dcf5066a8b72f6453608ab2fa715%22	https://tailwindcss.com/docs/flex-direction	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/flex-direction	(from https://tailwindcss.com/docs/installation)
19:23:57	104866/104866	---MCZ	200	added ('OK')	text/html	etag:W/%221f6630a5492a56dd1db5bf846591d93f%22	https://tailwindcss.com/docs/flex-wrap	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/flex-wrap	(from https://tailwindcss.com/docs/installation)
19:23:57	121719/121719	---MCZ	200	added ('OK')	text/html	etag:W/%22298967a60fedbecf1ec11d4925f8e44f%22	https://tailwindcss.com/docs/flex	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/flex	(from https://tailwindcss.com/docs/installation)
19:23:57	110494/110494	---MCZ	200	added ('OK')	text/html	etag:W/%22c18056ef389613f705495bc9727e1faa%22	https://tailwindcss.com/docs/flex-grow	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/flex-grow	(from https://tailwindcss.com/docs/installation)
19:23:57	110611/110611	---MCZ	200	added ('OK')	text/html	etag:W/%224373342cdb79d9c8de2397e76d6406ea%22	https://tailwindcss.com/docs/flex-shrink	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/flex-shrink	(from https://tailwindcss.com/docs/installation)
19:23:57	112797/112797	---MCZ	200	added ('OK')	text/html	etag:W/%2230fd1968465996abaf5a4bb7e7e4bb9c%22	https://tailwindcss.com/docs/order	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/order	(from https://tailwindcss.com/docs/installation)
19:23:58	117029/117029	---MCZ	200	added ('OK')	text/html	etag:W/%226a4985bdc5523581fe274e54896a3928%22	https://tailwindcss.com/docs/grid-template-columns	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/grid-template-columns	(from https://tailwindcss.com/docs/installation)
19:23:58	140727/140727	---MCZ	200	added ('OK')	text/html	etag:W/%22a5e56b63f056649c9e382ed1e5f141c8%22	https://tailwindcss.com/docs/grid-column	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/grid-column	(from https://tailwindcss.com/docs/installation)
19:23:58	118274/118274	---MCZ	200	added ('OK')	text/html	etag:W/%22d1a78195147f6b1f51f29a000cfab3c3%22	https://tailwindcss.com/docs/grid-template-rows	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/grid-template-rows	(from https://tailwindcss.com/docs/installation)
19:23:58	138284/138284	---MCZ	200	added ('OK')	text/html	etag:W/%227da62763c99d9abf06c79743fca8246d%22	https://tailwindcss.com/docs/grid-row	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/grid-row	(from https://tailwindcss.com/docs/installation)
19:23:59	99419/99419	---MCZ	200	added ('OK')	text/html	etag:W/%2268e2b2660986266b869df80c305e3987%22	https://tailwindcss.com/docs/grid-auto-flow	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/grid-auto-flow	(from https://tailwindcss.com/docs/installation)
19:23:59	104916/104916	---MCZ	200	added ('OK')	text/html	etag:W/%22c7e621e7fbed86d26a35c4a6a4f7b3f0%22	https://tailwindcss.com/docs/grid-auto-columns	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/grid-auto-columns	(from https://tailwindcss.com/docs/installation)
19:23:59	104810/104810	---MCZ	200	added ('OK')	text/html	etag:W/%22d830f7f95759c4c1e32c7404d005dd15%22	https://tailwindcss.com/docs/grid-auto-rows	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/grid-auto-rows	(from https://tailwindcss.com/docs/installation)
19:23:59	161513/161513	---MCZ	200	added ('OK')	text/html	etag:W/%22167e2b1e68bc660547022d51a2e3cecc%22	https://tailwindcss.com/docs/gap	C:/My%20Web%20Sites/Tailwind%20Documentation/tailwindcss.com/docs/gap	(from https://tailwindcss.com/docs/installation)
